-13.9943 -12.552 -12.5476 -12.5476 -12.539 -12.539 -12.5347 -10.4739 -10.0074 -10.0073 -10.0073 -10.0071 -10.0071 -10.007 -9.38683 -9.38257 -9.38257 -9.37396 -9.37396 -9.36954 -8.89078 -8.89067 -8.89067 -8.89044 -8.89044 -8.89032 -7.43906 -7.43899 -7.43899 -7.43885 -7.43885 -7.43878 -6.57211 -6.57203 -6.57203 -6.57188 -6.57188 -6.5718 -6.14126 -6.14108 -6.14108 -6.14072 -6.14072 -6.14054 -6.09563 -6.09544 -6.09544 -6.09507 -6.09507 -6.09488 -4.55623 -4.55579 -4.55579 -4.55488 -4.55488 -4.55441 -4.43028 -4.42882 -4.42882 -4.42573 -4.42573 -4.42408 -4.38437 -4.38314 -4.38314 -4.38094 -4.38094 -4.37993 -3.21576 -3.21576 -3.21574 -3.21274 -3.21272 -3.21272 -3.13709 -3.13708 -3.13708 -3.13707 -3.13707 -3.13706 -2.56076 -2.55992 -2.55992 -2.55466 -2.55466 -2.55377 -2.49884 -2.49776 -2.49776 -2.49184 -2.49184 -2.49072 -2.18162 -2.18127 -2.18127 -2.17844 -2.17844 -2.17809 -1.56523 -1.56121 -1.56121 -1.56095 -1.56095 -1.55631 -1.55578 -1.55101 -1.55101 -1.5509 -1.5509 -1.5472 -0.888056 -0.888035 -0.854685 -0.854685 -0.854677 -0.854677 -0.166583 -0.166583 -0.166582 -0.166582 -0.140447 -0.140445 2.08769 2.08769 2.1061 2.1061 2.1061 2.1061 2.39119 2.39119 2.39119 2.39119 2.41703 2.41703 3.30675 3.30703 3.30703 3.30761 3.3079 3.3079 3.33291 3.33291 3.33314 3.33314 3.33319 3.33343 3.40267 3.40271 3.40271 3.41399 3.41402 3.41402 3.52332 3.52332 3.52333 3.5384 3.5384 3.53841 3.83198 3.83198 3.83198 3.89341 3.89341 3.89341 3.90344 3.90344 3.90344 3.96272 3.96272 3.96272 4.59565 4.59567 4.59572 4.59572 4.59573 4.59573 4.59667 4.59667 4.59668 4.59668 4.59672 4.59674 5.2939 5.2939 5.2939 5.29393 5.29393 5.29394 5.39241 5.39245 5.39245 5.3925 5.3925 5.39254 5.39336 5.3934 5.3934 5.39346 5.39346 5.3935 5.49177 5.49177 5.49178 5.4918 5.4918 5.4918 6.57427 6.57438 6.57444 6.57444 6.57455 6.57455 6.57479 6.57479 6.57489 6.57489 6.57496 6.57506 6.99957 6.99968 6.99968 6.99989 6.99989 6.99999 7.00028 7.00035 7.00035 7.00048 7.00048 7.00055 7.81446 7.81525 7.8207 7.8207 7.82086 7.82086 7.86168 7.86168 7.86187 7.86187 7.8661 7.86699 8.27125 8.27142 
-13.9938 -12.5909 -12.5825 -12.543 -12.5428 -12.5035 -12.4948 -10.4735 -10.0794 -10.043 -10.043 -9.97071 -9.97071 -9.93471 -9.41556 -9.40719 -9.37807 -9.37776 -9.34879 -9.34019 -8.95706 -8.95684 -8.89021 -8.89021 -8.82394 -8.8237 -7.49452 -7.46653 -7.46653 -7.41079 -7.41079 -7.38303 -6.6237 -6.62355 -6.57169 -6.57169 -6.52008 -6.51992 -6.21546 -6.18175 -6.18174 -6.1708 -6.12903 -6.12902 -6.10717 -6.10717 -6.06655 -6.05367 -6.05366 -6.01987 -4.62066 -4.61987 -4.55524 -4.55524 -4.4912 -4.49016 -4.48603 -4.4592 -4.45881 -4.44148 -4.40937 -4.40935 -4.40001 -4.3999 -4.36886 -4.34973 -4.34921 -4.32255 -3.2604 -3.23705 -3.23705 -3.19147 -3.19147 -3.18983 -3.18982 -3.16939 -3.13695 -3.13695 -3.08438 -3.08436 -2.59818 -2.58304 -2.583 -2.54218 -2.5421 -2.54104 -2.51808 -2.5125 -2.51241 -2.46702 -2.46693 -2.44969 -2.21523 -2.19721 -2.19719 -2.16212 -2.16209 -2.14528 -1.59687 -1.59379 -1.59067 -1.58518 -1.56006 -1.56003 -1.55228 -1.55212 -1.52812 -1.52173 -1.5183 -1.51563 -0.916762 -0.916748 -0.86528 -0.865277 -0.816541 -0.816535 -0.196747 -0.196746 -0.159386 -0.159383 -0.118232 -0.11823 2.06989 2.0699 2.09948 2.09949 2.12717 2.12718 2.37384 2.37384 2.4006 2.40061 2.42965 2.42965 3.28473 3.28479 3.28513 3.28571 3.31401 3.31408 3.32604 3.32611 3.35479 3.35547 3.35575 3.35582 3.39351 3.39352 3.39928 3.4107 3.42115 3.42116 3.51909 3.5191 3.52812 3.54292 3.54474 3.54476 3.8217 3.82894 3.82894 3.89479 3.89623 3.89623 3.90103 3.90103 3.90433 3.96536 3.96537 3.97209 4.56041 4.56043 4.56145 4.56147 4.59557 4.5956 4.5966 4.59663 4.63083 4.63084 4.63177 4.63179 5.25737 5.27536 5.27537 5.31186 5.31187 5.33037 5.35691 5.35781 5.36832 5.36841 5.38174 5.38183 5.40386 5.40396 5.41726 5.41736 5.42793 5.42893 5.45768 5.47484 5.47484 5.5089 5.50891 5.5258 6.54845 6.54855 6.54891 6.54901 6.57417 6.57427 6.57478 6.57488 6.60007 6.60018 6.60054 6.60063 6.97373 6.9744 6.9866 6.98665 6.98737 6.98743 7.01253 7.01259 7.01327 7.01333 7.0256 7.02619 7.80446 7.80815 7.81338 7.82365 7.82581 7.83241 7.85031 7.85689 7.85832 7.86841 7.87302 7.87654 8.27111 8.27128 
-13.9923 -12.6328 -12.6244 -12.5415 -12.5415 -12.4593 -12.4505 -10.4724 -10.1512 -10.0782 -10.0782 -9.93357 -9.93357 -9.86188 -9.44724 -9.43886 -9.37693 -9.37684 -9.31542 -9.3066 -9.02311 -9.0229 -8.88919 -8.88919 -8.7569 -8.75665 -7.54982 -7.49363 -7.49363 -7.38215 -7.38215 -7.32686 -6.67508 -6.67494 -6.57091 -6.57091 -6.46786 -6.46769 -6.2902 -6.24652 -6.22758 -6.22758 -6.15706 -6.15706 -6.07808 -6.07808 -6.00675 -6.00674 -5.99239 -5.94468 -4.68575 -4.68506 -4.555 -4.555 -4.54469 -4.50173 -4.49436 -4.49399 -4.43136 -4.43136 -4.42713 -4.42596 -4.37675 -4.37667 -4.31497 -4.31275 -4.30784 -4.26334 -3.30778 -3.25981 -3.25981 -3.24261 -3.24259 -3.16881 -3.16881 -3.13657 -3.13657 -3.12592 -3.03172 -3.03171 -2.6405 -2.61671 -2.61668 -2.58824 -2.5339 -2.53387 -2.5219 -2.52185 -2.4808 -2.43351 -2.43346 -2.40601 -2.25136 -2.2141 -2.21409 -2.14397 -2.14396 -2.11157 -1.63225 -1.6295 -1.62626 -1.62077 -1.56178 -1.56172 -1.55088 -1.55079 -1.49564 -1.48774 -1.48259 -1.48121 -0.961805 -0.961794 -0.867365 -0.867359 -0.772911 -0.772902 -0.232774 -0.232771 -0.159177 -0.159171 -0.0846679 -0.0846639 2.04262 2.04264 2.09299 2.09302 2.15123 2.15125 2.35403 2.35405 2.41075 2.41078 2.453 2.45302 3.25428 3.2548 3.25543 3.25551 3.31449 3.31457 3.32546 3.32554 3.37832 3.37835 3.37932 3.38436 3.38444 3.3847 3.39667 3.40429 3.43024 3.43027 3.51282 3.51284 3.54102 3.55518 3.55717 3.5572 3.80078 3.82105 3.82106 3.87677 3.89473 3.89473 3.90351 3.90353 3.92718 3.97231 3.97232 3.99227 4.52494 4.52498 4.52609 4.52613 4.59521 4.59526 4.59634 4.59639 4.66579 4.66582 4.66671 4.66673 5.22073 5.25621 5.25623 5.32122 5.32207 5.32919 5.3292 5.34352 5.34362 5.3667 5.37034 5.37043 5.41463 5.41472 5.42349 5.44136 5.44146 5.45804 5.45805 5.46325 5.46429 5.52618 5.52619 5.55971 6.52214 6.52225 6.52284 6.52294 6.57344 6.57354 6.57467 6.57477 6.62539 6.62549 6.6261 6.62619 6.94743 6.94814 6.97309 6.97317 6.97418 6.97426 7.02496 7.02504 7.02597 7.02605 7.05117 7.05173 7.79056 7.79802 7.80383 7.82758 7.82824 7.83788 7.84453 7.8538 7.85411 7.87667 7.88226 7.88891 8.27069 8.27086 
-13.9898 -12.6741 -12.6657 -12.5393 -12.5393 -12.4142 -12.4052 -10.4706 -10.2226 -10.1127 -10.1127 -9.89579 -9.89579 -9.78872 -9.47846 -9.47015 -9.3752 -9.37515 -9.28122 -9.27227 -9.08881 -9.08861 -8.8875 -8.8875 -8.68954 -8.68928 -7.60482 -7.52021 -7.52021 -7.353 -7.353 -7.27041 -6.72617 -6.72602 -6.56961 -6.56961 -6.41536 -6.41519 -6.36512 -6.32237 -6.27552 -6.27551 -6.18227 -6.18227 -6.05079 -6.05079 -5.95731 -5.95731 -5.91847 -5.86968 -4.751 -4.75039 -4.60353 -4.5611 -4.55504 -4.55502 -4.53123 -4.53119 -4.45099 -4.45099 -4.36599 -4.36509 -4.35249 -4.35201 -4.27386 -4.27317 -4.25116 -4.20422 -3.35639 -3.29553 -3.29551 -3.28249 -3.28249 -3.14623 -3.14623 -3.13592 -3.13591 -3.08383 -2.97914 -2.97913 -2.6844 -2.65436 -2.65432 -2.63656 -2.52875 -2.52863 -2.5275 -2.52735 -2.44531 -2.39782 -2.39778 -2.36353 -2.28829 -2.2307 -2.2307 -2.12523 -2.12522 -2.07866 -1.66831 -1.66542 -1.66228 -1.65722 -1.56393 -1.56388 -1.54927 -1.5492 -1.46427 -1.45536 -1.44659 -1.44598 -1.00899 -1.00898 -0.869662 -0.869653 -0.729285 -0.729274 -0.270115 -0.27011 -0.159633 -0.159623 -0.0506154 -0.0506092 2.01346 2.01349 2.08347 2.08352 2.17473 2.17476 2.33489 2.33492 2.42553 2.42557 2.47927 2.4793 3.22322 3.2237 3.22457 3.22465 3.31381 3.31389 3.32589 3.32597 3.36199 3.36203 3.37161 3.38477 3.41245 3.41252 3.4239 3.42459 3.43879 3.43884 3.50743 3.50747 3.55926 3.57222 3.57225 3.57275 3.77733 3.81033 3.81035 3.85637 3.88628 3.88629 3.91319 3.91321 3.95387 3.98188 3.98189 4.01629 4.48931 4.48936 4.49063 4.49068 4.59463 4.5947 4.59591 4.59598 4.70061 4.70064 4.70148 4.70151 5.184 5.23648 5.2365 5.28542 5.28623 5.31849 5.31859 5.34589 5.34591 5.35873 5.35883 5.38921 5.40293 5.42518 5.42527 5.44139 5.4414 5.46524 5.46534 5.49844 5.49953 5.54363 5.54365 5.59351 6.49557 6.49567 6.49655 6.49664 6.57242 6.57252 6.57427 6.57437 6.65043 6.65053 6.65142 6.65152 6.92089 6.92164 6.95929 6.95938 6.96079 6.96087 7.03711 7.03719 7.03845 7.03854 7.07649 7.07702 7.77621 7.78644 7.79261 7.82189 7.82994 7.83241 7.84833 7.85029 7.86027 7.88612 7.89249 7.90114 8.27 8.27017 
-13.9864 -12.7145 -12.7063 -12.5361 -12.5361 -12.3683 -12.3592 -10.468 -10.2936 -10.1465 -10.1465 -9.85736 -9.85736 -9.71525 -9.5091 -9.50088 -9.3728 -9.37276 -9.24638 -9.23731 -9.15416 -9.15396 -8.88512 -8.88512 -8.62188 -8.62161 -7.6595 -7.54626 -7.54625 -7.32336 -7.32336 -7.2137 -6.77695 -6.77681 -6.56778 -6.56778 -6.4402 -6.39835 -6.36261 -6.36244 -6.32418 -6.32418 -6.20601 -6.206 -6.02405 -6.02405 -5.90665 -5.90665 -5.84479 -5.79488 -4.81637 -4.81584 -4.6625 -4.62084 -4.57164 -4.57162 -4.55215 -4.55215 -4.46905 -4.46905 -4.33598 -4.33597 -4.29853 -4.29703 -4.23234 -4.23169 -4.19316 -4.14524 -3.40619 -3.34835 -3.34833 -3.30528 -3.30528 -3.13518 -3.13518 -3.12355 -3.12354 -3.04317 -2.92662 -2.92661 -2.72976 -2.69386 -2.69379 -2.68592 -2.53234 -2.5323 -2.5238 -2.52375 -2.41171 -2.3617 -2.36166 -2.32602 -2.32233 -2.24705 -2.24704 -2.10579 -2.10578 -2.04657 -1.70504 -1.70149 -1.69854 -1.69443 -1.56633 -1.56628 -1.54762 -1.54757 -1.43407 -1.42461 -1.41041 -1.41012 -1.05712 -1.05711 -0.872687 -0.872674 -0.68638 -0.686366 -0.308234 -0.308228 -0.160404 -0.160391 -0.0169399 -0.0169312 1.98302 1.98305 2.07169 2.07174 2.19737 2.1974 2.31701 2.31705 2.44453 2.44458 2.50721 2.50724 3.19248 3.19289 3.19316 3.19325 3.31281 3.31289 3.32538 3.32545 3.34545 3.34552 3.35667 3.37099 3.43412 3.43416 3.45251 3.4526 3.45735 3.45777 3.50308 3.50313 3.58078 3.58905 3.5891 3.59372 3.75356 3.79807 3.79809 3.83565 3.87675 3.87677 3.92403 3.92406 3.98223 3.99295 3.99297 4.04208 4.4535 4.45356 4.45506 4.45513 4.59383 4.59391 4.59531 4.59539 4.73527 4.7353 4.73609 4.73612 5.14719 5.21619 5.21621 5.24952 5.25027 5.29323 5.29333 5.34693 5.34702 5.35485 5.36199 5.36201 5.42486 5.42488 5.43551 5.43561 5.43903 5.48888 5.48898 5.5335 5.53462 5.56125 5.56128 5.6272 6.46875 6.46885 6.47001 6.47011 6.57112 6.57121 6.5736 6.5737 6.67521 6.67531 6.6765 6.6766 6.89411 6.89491 6.94522 6.94531 6.94716 6.94725 7.04899 7.04908 7.05069 7.05078 7.10156 7.10206 7.76153 7.77385 7.7802 7.80867 7.83107 7.83249 7.84639 7.84738 7.87233 7.89628 7.90323 7.91313 8.26902 8.26919 
-13.9819 -12.7542 -12.7461 -12.5321 -12.5321 -12.3216 -12.3124 -10.4646 -10.3643 -10.1797 -10.1797 -9.8183 -9.8183 -9.64149 -9.53914 -9.53101 -9.36972 -9.36969 -9.21913 -9.21894 -9.21094 -9.20175 -8.88206 -8.88206 -8.55393 -8.55364 -7.71386 -7.57177 -7.57177 -7.29321 -7.29321 -7.15673 -6.82743 -6.82729 -6.56543 -6.56543 -6.51542 -6.47446 -6.37304 -6.37304 -6.30961 -6.30942 -6.22879 -6.22879 -5.99738 -5.99737 -5.85526 -5.85526 -5.77137 -5.7203 -4.88185 -4.88138 -4.72157 -4.68071 -4.60926 -4.60925 -4.5523 -4.5523 -4.48589 -4.48588 -4.31475 -4.31475 -4.23755 -4.23602 -4.18883 -4.1879 -4.13514 -4.08641 -3.45714 -3.40121 -3.40119 -3.32803 -3.32803 -3.13403 -3.13403 -3.10111 -3.1011 -3.00397 -2.87419 -2.87418 -2.77651 -2.7366 -2.73425 -2.73405 -2.53603 -2.53599 -2.51989 -2.51985 -2.38007 -2.36454 -2.32595 -2.32591 -2.28247 -2.26314 -2.26314 -2.08551 -2.0855 -2.01532 -1.74262 -1.7379 -1.73479 -1.73212 -1.56891 -1.56887 -1.54602 -1.54598 -1.40506 -1.39523 -1.37411 -1.37395 -1.10593 -1.10592 -0.876503 -0.876487 -0.644462 -0.644446 -0.346974 -0.346967 -0.161449 -0.161432 0.0161911 0.0162026 1.95148 1.95152 2.05853 2.0586 2.2191 2.21914 2.30057 2.30061 2.46695 2.46701 2.53643 2.53647 3.16125 3.16134 3.16235 3.1628 3.31153 3.31162 3.31764 3.31771 3.33551 3.3356 3.3408 3.35598 3.4424 3.44244 3.47823 3.47832 3.49171 3.49211 3.49962 3.49967 3.60431 3.6072 3.60725 3.61696 3.73026 3.7849 3.78493 3.81529 3.86673 3.86675 3.93542 3.93546 4.00494 4.00496 4.01161 4.06897 4.41751 4.41759 4.41942 4.4195 4.59283 4.59291 4.59452 4.5946 4.76978 4.76981 4.77053 4.77056 5.11031 5.19535 5.19538 5.21352 5.21422 5.26774 5.26784 5.32043 5.33491 5.33501 5.37747 5.3775 5.40843 5.40846 5.44563 5.44572 5.475 5.51229 5.51239 5.56841 5.56958 5.57903 5.57907 5.66077 6.44168 6.44178 6.44323 6.44333 6.56952 6.56962 6.57265 6.57275 6.69973 6.69982 6.70134 6.70143 6.86709 6.86794 6.93089 6.93098 6.93331 6.9334 7.06061 7.0607 7.06268 7.06277 7.12639 7.12686 7.74656 7.76053 7.76695 7.79467 7.83131 7.8323 7.84414 7.84475 7.88462 7.9068 7.91418 7.92486 8.26777 8.26794 
-13.9765 -12.7931 -12.785 -12.5271 -12.5271 -12.2742 -12.2648 -10.4606 -10.4346 -10.2122 -10.2122 -9.77862 -9.77861 -9.56857 -9.56743 -9.56053 -9.36596 -9.36593 -9.28373 -9.28355 -9.17491 -9.1656 -8.87833 -8.87833 -8.48569 -8.48539 -7.76789 -7.59676 -7.59676 -7.26257 -7.26257 -7.09951 -6.87759 -6.87745 -6.59078 -6.56257 -6.56257 -6.55068 -6.42187 -6.42187 -6.25635 -6.25616 -6.25084 -6.25084 -5.97055 -5.97054 -5.80336 -5.80336 -5.69821 -5.64596 -4.94741 -4.94699 -4.78072 -4.74066 -4.64755 -4.64755 -4.55216 -4.55216 -4.50136 -4.50136 -4.29383 -4.29382 -4.17973 -4.17853 -4.1416 -4.13992 -4.07718 -4.02773 -3.5092 -3.45409 -3.45407 -3.35075 -3.35075 -3.13268 -3.13267 -3.07874 -3.07874 -2.9663 -2.82458 -2.82185 -2.82184 -2.78784 -2.77531 -2.77527 -2.53935 -2.53931 -2.51622 -2.51618 -2.40386 -2.35045 -2.29102 -2.29098 -2.27901 -2.279 -2.24397 -2.06423 -2.06421 -1.98493 -1.78117 -1.77529 -1.77087 -1.76964 -1.57165 -1.57162 -1.54448 -1.54444 -1.37725 -1.36715 -1.33771 -1.33762 -1.15529 -1.15528 -0.881115 -0.881096 -0.603729 -0.60371 -0.386243 -0.386235 -0.162768 -0.162748 0.0487397 0.0487543 1.91897 1.91902 2.04479 2.04486 2.23972 2.23977 2.28584 2.28588 2.49207 2.49214 2.56671 2.56676 3.12916 3.12925 3.13275 3.1332 3.29952 3.29957 3.31098 3.31107 3.32495 3.33463 3.33473 3.34094 3.44639 3.44643 3.49644 3.4965 3.50743 3.50752 3.52658 3.52698 3.62629 3.62634 3.6288 3.64181 3.70813 3.77115 3.77119 3.79559 3.85652 3.85654 3.94706 3.9471 4.01752 4.01755 4.04173 4.09671 4.38136 4.38144 4.38369 4.38378 4.59162 4.59171 4.59353 4.59362 4.80412 4.80414 4.80481 4.80482 5.07338 5.174 5.17403 5.17743 5.17807 5.24202 5.24212 5.28594 5.3227 5.32279 5.3921 5.39213 5.39236 5.3924 5.45552 5.45562 5.51084 5.53547 5.53557 5.59696 5.597 5.60318 5.60439 5.69422 6.41436 6.41447 6.41621 6.41631 6.56763 6.56773 6.57142 6.57152 6.72398 6.72408 6.72591 6.72601 6.83984 6.84073 6.91629 6.91638 6.91922 6.91931 7.07197 7.07206 7.07441 7.07451 7.15097 7.15141 7.73129 7.74663 7.75304 7.78031 7.83088 7.83162 7.8418 7.84222 7.89673 7.91745 7.92518 7.93633 8.26624 8.26641 
-13.9701 -12.8311 -12.8232 -12.5213 -12.5213 -12.226 -12.2165 -10.5044 -10.4557 -10.2439 -10.2439 -9.73831 -9.73831 -9.59737 -9.58942 -9.49309 -9.36152 -9.36149 -9.34794 -9.34777 -9.13831 -9.12888 -8.87392 -8.87392 -8.41718 -8.41687 -7.82158 -7.62121 -7.62121 -7.23144 -7.23144 -7.04205 -6.92742 -6.92729 -6.66626 -6.627 -6.55918 -6.55918 -6.47054 -6.47054 -6.27227 -6.27227 -6.20286 -6.20267 -5.94346 -5.94346 -5.75106 -5.75106 -5.62533 -5.57186 -5.01303 -5.01266 -4.83996 -4.80068 -4.68584 -4.68584 -4.55315 -4.55315 -4.51473 -4.51473 -4.27282 -4.27282 -4.12785 -4.12724 -4.08827 -4.08545 -4.01928 -3.96921 -3.56233 -3.50698 -3.50696 -3.37344 -3.37343 -3.13108 -3.13107 -3.05649 -3.05649 -2.93018 -2.87391 -2.84016 -2.81678 -2.81675 -2.76961 -2.7696 -2.54245 -2.54242 -2.51266 -2.51262 -2.44395 -2.32291 -2.29467 -2.29467 -2.25724 -2.2572 -2.20689 -2.04176 -2.04174 -1.95543 -1.82068 -1.81432 -1.80676 -1.80628 -1.57452 -1.57449 -1.54301 -1.54297 -1.35067 -1.34034 -1.30122 -1.30116 -1.20515 -1.20514 -0.886512 -0.88649 -0.564408 -0.564386 -0.425922 -0.425914 -0.164373 -0.16435 0.0807154 0.0807333 1.88559 1.88564 2.03107 2.03114 2.25693 2.25696 2.27522 2.27525 2.51931 2.51938 2.5979 2.59795 3.09681 3.0969 3.10385 3.10429 3.27945 3.27951 3.30956 3.30985 3.30994 3.32634 3.33583 3.33592 3.44897 3.44902 3.49418 3.49424 3.53662 3.53671 3.56182 3.56225 3.64604 3.64609 3.65134 3.66781 3.68986 3.75702 3.75707 3.77676 3.84627 3.84629 3.9588 3.95884 4.03052 4.03055 4.07247 4.12515 4.34504 4.34513 4.34789 4.34798 4.59022 4.59031 4.59235 4.59245 4.83829 4.8383 4.83891 4.83892 5.03638 5.14125 5.14183 5.15215 5.15219 5.21607 5.21617 5.2514 5.31028 5.31038 5.37582 5.37586 5.40667 5.40671 5.4652 5.4653 5.54654 5.55841 5.55851 5.61502 5.61506 5.6378 5.63904 5.72754 6.3868 6.38691 6.38895 6.38904 6.56545 6.56554 6.56992 6.57002 6.74798 6.74808 6.75024 6.75034 6.81235 6.8133 6.90142 6.90152 6.9049 6.90499 7.08307 7.08316 7.08589 7.08598 7.1753 7.17572 7.71574 7.73225 7.73862 7.76565 7.8299 7.83048 7.83935 7.83964 7.90859 7.92809 7.93612 7.94754 8.26443 8.26461 
-13.9627 -12.8683 -12.8605 -12.5145 -12.5145 -12.1771 -12.1675 -10.5739 -10.4502 -10.275 -10.275 -9.69739 -9.69739 -9.62554 -9.61767 -9.41848 -9.41175 -9.41159 -9.3564 -9.35637 -9.10114 -9.09158 -8.86883 -8.86883 -8.3484 -8.34808 -7.87493 -7.64512 -7.64512 -7.19983 -7.19983 -6.98436 -6.97694 -6.9768 -6.74185 -6.70341 -6.55528 -6.55528 -6.51899 -6.51899 -6.29312 -6.29312 -6.14914 -6.14894 -5.91608 -5.91607 -5.69842 -5.69842 -5.55275 -5.49801 -5.0787 -5.07838 -4.89926 -4.86075 -4.72398 -4.72398 -4.55719 -4.55718 -4.52423 -4.52422 -4.25164 -4.25164 -4.08109 -4.08082 -4.02981 -4.02594 -3.96142 -3.91086 -3.61651 -3.55985 -3.55983 -3.39608 -3.39608 -3.12923 -3.12923 -3.03438 -3.03438 -2.92442 -2.89585 -2.89323 -2.85855 -2.85853 -2.71747 -2.71747 -2.54545 -2.54542 -2.50911 -2.50907 -2.48482 -2.31011 -2.31011 -2.29749 -2.22489 -2.22485 -2.17127 -2.01793 -2.01791 -1.92685 -1.86108 -1.85471 -1.84248 -1.84228 -1.57753 -1.5775 -1.54161 -1.54158 -1.32535 -1.31484 -1.26468 -1.26463 -1.25544 -1.25542 -0.892675 -0.89265 -0.527094 -0.527069 -0.465545 -0.465536 -0.166281 -0.166254 0.112156 0.112178 1.85144 1.8515 2.01785 2.01793 2.25493 2.25498 2.28449 2.28454 2.54823 2.54831 2.62985 2.62991 3.06424 3.06433 3.07568 3.07612 3.25845 3.25852 3.29489 3.30886 3.30895 3.31244 3.33753 3.33763 3.45073 3.45078 3.49215 3.49222 3.56593 3.56601 3.59734 3.59784 3.65368 3.66619 3.66624 3.69359 3.69446 3.74269 3.74274 3.75917 3.83607 3.8361 3.97055 3.97061 4.04384 4.04387 4.10373 4.1542 4.30856 4.30865 4.31203 4.31212 4.58861 4.58871 4.59098 4.59107 4.87226 4.87229 4.87284 4.87287 4.99935 5.105 5.10551 5.12982 5.12987 5.1899 5.19 5.21681 5.29766 5.29776 5.3596 5.35964 5.4204 5.42045 5.47466 5.47476 5.58112 5.58122 5.58209 5.63319 5.63324 5.67227 5.67355 5.76072 6.359 6.35911 6.36144 6.36154 6.56296 6.56306 6.56815 6.56825 6.77171 6.77181 6.77431 6.77441 6.78462 6.78563 6.8863 6.8864 6.89036 6.89045 7.0939 7.094 7.09711 7.09721 7.19938 7.19977 7.6999 7.71746 7.72376 7.75071 7.82846 7.82893 7.83674 7.83696 7.9202 7.93865 7.94693 7.95848 8.26234 8.26252 
-13.9543 -12.9047 -12.8969 -12.5069 -12.5069 -12.1275 -12.1178 -10.6429 -10.4439 -10.3054 -10.3054 -9.65586 -9.65586 -9.65307 -9.64529 -9.47516 -9.475 -9.35059 -9.35057 -9.34361 -9.06341 -9.05373 -8.86307 -8.86307 -8.27937 -8.27903 -7.92793 -7.66848 -7.66848 -7.16773 -7.16773 -7.02611 -7.02598 -6.92644 -6.81753 -6.77989 -6.56723 -6.56723 -6.55083 -6.55083 -6.31344 -6.31344 -6.09519 -6.09498 -5.88836 -5.88835 -5.64549 -5.64549 -5.48048 -5.42444 -5.14442 -5.14413 -4.95863 -4.92087 -4.76193 -4.76193 -4.56577 -4.56577 -4.52837 -4.52837 -4.23023 -4.23022 -4.03665 -4.03652 -3.96917 -3.96424 -3.90356 -3.85268 -3.67169 -3.61272 -3.6127 -3.41868 -3.41867 -3.12715 -3.12714 -3.01244 -3.01244 -2.97607 -2.94756 -2.90055 -2.90052 -2.86278 -2.66546 -2.66545 -2.54839 -2.54836 -2.52646 -2.50552 -2.50548 -2.32534 -2.32534 -2.27422 -2.19419 -2.19414 -2.13715 -1.99258 -1.99256 -1.90231 -1.89928 -1.89605 -1.87808 -1.87798 -1.58065 -1.58063 -1.54029 -1.54026 -1.30618 -1.30617 -1.30133 -1.29065 -1.228 -1.22796 -0.899582 -0.899555 -0.511406 -0.511402 -0.485626 -0.485603 -0.168509 -0.168479 0.143123 0.143148 1.8166 1.81666 2.00552 2.0056 2.2445 2.24456 2.30295 2.30301 2.57851 2.57859 2.66245 2.66251 3.03146 3.03155 3.04829 3.04873 3.23697 3.23704 3.28109 3.29939 3.30795 3.30804 3.33946 3.33955 3.4519 3.45195 3.49037 3.49044 3.59511 3.59519 3.63157 3.63371 3.63828 3.68634 3.68639 3.71832 3.7193 3.72847 3.72852 3.74521 3.82598 3.82601 3.98229 3.98235 4.0574 4.05744 4.13546 4.18381 4.27193 4.27202 4.27611 4.2762 4.58681 4.5869 4.5894 4.5895 4.90602 4.90607 4.90661 4.90667 4.96228 5.06868 5.06912 5.10705 5.10709 5.1635 5.1636 5.18218 5.28485 5.28494 5.3434 5.34344 5.43359 5.43365 5.4839 5.484 5.60359 5.60369 5.61749 5.65146 5.65151 5.70657 5.70789 5.79377 6.33096 6.33107 6.3337 6.3338 6.56017 6.56027 6.5661 6.5662 6.75667 6.75773 6.79518 6.79527 6.79813 6.79823 6.87091 6.87101 6.87559 6.87568 7.10448 7.10458 7.10808 7.10817 7.2232 7.22357 7.68379 7.70229 7.70851 7.73549 7.82661 7.82701 7.83395 7.83412 7.93153 7.94905 7.95757 7.96915 8.25998 8.26016 
