0.0 0.0 0.0 0.0 
0.5 0.8660254037844386 0.0 0.0 
0.5 1.4433756729740643 0.0 1.0 
0.5 2.598076211353316 0.0 0.0 
0.5 3.1754264805429413 0.0 1.0 
0.5 4.330127018922193 0.0 0.0 
0.5 4.907477288111819 0.0 1.0 
0.5 6.06217782649107 0.0 0.0 
0.5 6.639528095680697 0.0 1.0 
1.0 0.5773502691896257 0.0 1.0 
1.5 0.8660254037844386 0.0 0.0 
1.5 1.4433756729740643 0.0 1.0 
1.0 1.7320508075688772 0.0 0.0 
1.0 2.309401076758503 0.0 1.0 
1.5 2.598076211353316 0.0 0.0 
1.5 3.1754264805429413 0.0 1.0 
1.0 3.4641016151377544 0.0 0.0 
1.0 4.04145188432738 0.0 1.0 
1.5 4.330127018922193 0.0 0.0 
1.5 4.907477288111819 0.0 1.0 
1.0 5.196152422706632 0.0 0.0 
1.0 5.773502691896258 0.0 1.0 
1.5 6.06217782649107 0.0 0.0 
1.5 6.639528095680697 0.0 1.0 
1.0 6.928203230275509 0.0 0.0 
1.0 7.505553499465135 0.0 1.0 
1.5 7.794228634059947 0.0 0.0 
2.5 1.4433756729740643 0.0 1.0 
2.0 1.7320508075688772 0.0 0.0 
2.0 2.309401076758503 0.0 1.0 
2.5 2.598076211353316 0.0 0.0 
2.5 3.1754264805429413 0.0 1.0 
2.0 3.4641016151377544 0.0 0.0 
2.0 4.04145188432738 0.0 1.0 
2.5 4.330127018922193 0.0 0.0 
2.5 4.907477288111819 0.0 1.0 
2.0 5.196152422706632 0.0 0.0 
2.0 5.773502691896258 0.0 1.0 
2.5 6.06217782649107 0.0 0.0 
2.5 6.639528095680697 0.0 1.0 
2.0 6.928203230275509 0.0 0.0 
2.0 7.505553499465135 0.0 1.0 
2.5 7.794228634059947 0.0 0.0 
2.5 8.371578903249572 0.0 1.0 
3.0 1.7320508075688772 0.0 0.0 
3.0 2.309401076758503 0.0 1.0 
3.5 2.598076211353316 0.0 0.0 
3.5 3.1754264805429413 0.0 1.0 
3.0 3.4641016151377544 0.0 0.0 
3.0 4.04145188432738 0.0 1.0 
3.5 4.330127018922193 0.0 0.0 
3.5 4.907477288111819 0.0 1.0 
3.0 5.196152422706632 0.0 0.0 
3.0 5.773502691896258 0.0 1.0 
3.5 6.06217782649107 0.0 0.0 
3.5 6.639528095680697 0.0 1.0 
3.0 6.928203230275509 0.0 0.0 
3.0 7.505553499465135 0.0 1.0 
